,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
16,0.04492639,3.0397236,4.346078,0.0,0.98003423,0.0,0.41791695,0.0,5.5623493,4.8040104,1.1126204,3.821311,0.6599352,3.658751,0.7049388,0.0,7.0499806,1.529514,0.0,1.0877799
17,0.37958694,2.7307544,5.743667,0.0,0.7610368,0.017718956,1.7599235,0.0,4.9914308,4.019878,1.1356994,2.7263818,1.230849,2.8016434,1.4027731,0.0,6.0216217,2.2983603,0.0,2.1257849
18,0.6120031,2.9973025,6.0339336,0.0,0.61745787,0.7972962,3.5423427,0.0,3.341519,2.127624,1.2837468,1.0926299,2.1537147,1.754179,2.525971,0.0,4.3931355,3.373486,0.0006263703,3.1871216
19,0.0,3.9879851,3.6588037,0.0,1.1485091,0.0,1.3936751,0.0,4.6820583,3.6717262,1.3415382,3.232663,1.3008368,3.5673375,1.4801372,0.0,6.599939,2.3257072,0.0,1.5445603
20,0.17793006,4.9928713,4.0159698,0.0,1.2330532,0.6811096,3.4944983,0.0,3.5770078,2.0298018,1.6785531,1.9911772,2.4547684,3.06117,2.8708773,0.0,5.7407184,3.8699145,0.0,2.9132168
21,0.07316585,4.834507,4.1129217,0.0,1.2954836,0.24435881,2.528246,0.0,4.61145,3.2269888,1.6192553,2.9503608,1.9646714,3.6780732,2.2653923,0.0,6.789501,3.2939816,0.0,2.3658571
22,0.09347648,4.6479874,3.9004083,0.0,1.2220526,0.34133375,2.6634102,0.0,4.1454954,2.7617197,1.5565431,2.5591798,2.0019662,3.3439443,2.318894,0.0,6.194233,3.3011715,0.0,2.4119072
23,0.30600962,1.078913,5.0194445,0.0,0.4098429,0.0,0.09094244,0.0,4.827997,4.45055,0.6144423,2.875677,0.17407908,2.3278635,0.13495842,0.0,5.242983,0.73141396,0.0,0.93340135
24,0.32598317,0.8846588,4.809416,0.0,0.33299136,0.0,0.21668763,0.0,4.3655825,3.9916668,0.54907453,2.4887986,0.206578,1.9917679,0.17919883,0.0,4.650367,0.72739565,0.0,0.97655547
25,0.2834894,3.2948966,4.86347,0.0,0.8638153,0.23032114,2.2160623,0.0,4.2720995,3.1693208,1.2386379,2.3487391,1.5523063,2.7468777,1.7819004,0.0,5.591778,2.6641376,0.0,2.256975
26,0.07467474,4.5624533,3.8043299,0.0,1.2052095,0.27196237,2.4252589,0.0,4.1010833,2.8390784,1.532876,2.6183605,1.8975234,3.3458896,2.220901,0.0,6.213332,3.1315188,0.0,2.2020361
27,0.07873924,4.3106713,4.253189,0.0,1.191515,0.044329226,1.9441303,0.0,4.827655,3.6413393,1.4788854,3.1425366,1.6135318,3.6318367,1.8595535,0.0,6.8274193,2.8062344,0.0,2.0028853
28,0.063732624,4.2384315,3.5680704,0.0,1.1228957,0.2266939,2.2004256,0.0,3.8939967,2.7255678,1.4293058,2.49854,1.7366887,3.1450124,2.03106,0.0,5.870412,2.873622,0.0,2.010937
29,0.9748434,0.0,7.1571426,0.0,0.0,0.31779772,1.7188404,0.0,3.0824132,2.6933012,0.2937793,0.360382,0.6652893,0.0,0.75556934,0.0,2.0417352,1.1922972,0.0,2.1666312
30,0.47135437,3.0593631,4.687829,0.0,0.6250454,0.8013958,3.375718,0.0,2.526168,1.3582761,1.189947,0.7789358,2.089452,1.5568373,2.4665878,0.0,3.695863,3.2069125,0.064507216,2.8803127
31,0.42035562,3.0381234,4.030652,0.0,0.59196866,0.9309865,3.5180783,0.0,1.820616,0.650036,1.1637244,0.32389778,2.1682515,1.2160031,2.5954094,0.0,2.9466517,3.2458868,0.10606119,2.804947
32,0.23241356,5.2587223,4.4286623,0.0,1.2622054,0.8273822,3.9349895,0.0,3.567964,1.9532585,1.7998528,1.8796659,2.7258248,3.0579586,3.1865244,0.0,5.8405733,4.2273808,0.0,3.2091746
33,0.08814432,4.1589746,4.247231,0.0,1.1671562,0.03284844,1.8882947,0.0,4.8403716,3.644166,1.4265932,3.118793,1.5440445,3.5684369,1.7761042,0.0,6.7198906,2.7358809,0.0,2.0069299
34,0.90954745,0.1525626,7.099537,0.0,0.0,0.49504554,2.3574486,0.0,3.1312568,2.508834,0.5319299,0.4803993,1.0936027,0.36657697,1.2818875,0.0,2.6746073,1.8517232,0.0,2.6199944
35,0.5825485,2.7353072,5.2833424,0.0,0.4890801,0.8956106,3.6004612,0.0,2.410956,1.2881095,1.1685528,0.49886283,2.154917,1.2466278,2.5457313,0.0,3.3880725,3.2782106,0.07236263,3.0347776
36,0.5644125,2.2548778,5.4416695,0.0,0.42212832,0.68683624,2.9965506,0.0,2.819446,1.8509765,1.0247636,0.8247994,1.7861693,1.3046873,2.0859456,0.0,3.5548997,2.7834458,0.0,2.7180996
37,0.5683695,1.4065465,4.8635798,0.0,0.21067354,0.55360377,2.4514897,0.0,2.3007374,1.5270576,0.729689,0.5077441,1.3714895,0.79609907,1.62726,0.0,2.6546412,2.1674972,0.018500447,2.3024368
38,0.8528975,0.0,6.128597,0.0,0.0,0.27983564,1.4725037,0.0,2.5679612,2.2363176,0.22739612,0.2047591,0.5399424,0.0,0.632691,0.0,1.5569946,0.97546065,0.0,1.8352482
39,0.11292378,4.4934597,3.7276692,0.0,1.145425,0.44082558,2.7746117,0.0,3.625834,2.313099,1.5155895,2.1839778,2.0483882,3.0119755,2.4007263,0.0,5.6547756,3.2846923,0.0,2.3995416
40,0.11401447,4.5196095,3.6889715,0.0,1.1489217,0.46101087,2.8252978,0.0,3.5664687,2.2412324,1.5212779,2.1403008,2.0757074,2.9877393,2.4335518,0.0,5.605138,3.3192704,0.0,2.4213092
41,0.11292378,4.4934597,3.7276692,0.0,1.145425,0.44082558,2.7746117,0.0,3.625834,2.313099,1.5155895,2.1839778,2.0483882,3.0119755,2.4007263,0.0,5.6547756,3.2846923,0.0,2.3995416
42,0.11401447,4.5196095,3.6889715,0.0,1.1489217,0.46101087,2.8252978,0.0,3.5664687,2.2412324,1.5212779,2.1403008,2.0757074,2.9877393,2.4335518,0.0,5.605138,3.3192704,0.0,2.4213092
43,0.5900054,2.7950053,5.253731,0.0,0.5012742,0.99780726,3.8046331,0.0,2.2491646,1.0692011,1.1859188,0.32781512,2.2650304,1.1404979,2.6948166,0.0,3.1910615,3.419578,0.100943476,3.17352
44,0.33724874,1.8752698,5.103154,0.0,0.54277253,0.0,1.028812,0.0,4.4900303,3.8499231,0.8403257,2.5322597,0.754596,2.366813,0.8452803,0.0,5.249304,1.5541401,0.0,1.5450641
45,0.06068883,3.828239,3.576241,0.0,1.0522726,0.086193,1.8176974,0.0,4.0533624,2.9535027,1.2934692,2.6080813,1.4748573,3.0994072,1.7116826,0.0,5.799242,2.539466,0.0,1.8211399
46,0.018489763,4.235867,3.3219433,0.0,1.1406,0.14462234,1.9924335,0.0,3.9526677,2.8038194,1.3964827,2.6294363,1.6348953,3.241519,1.9046279,0.0,5.947036,2.749566,0.0,1.874749
47,0.89203584,0.0,7.0411944,0.0,0.0,0.012934111,1.0265689,0.0,3.7116637,3.437343,0.22191271,1.0030049,0.3025678,0.34019625,0.26902166,0.0,2.740387,0.7641188,0.0,1.739239
48,0.0,3.520469,3.719119,0.0,1.0887758,0.0,0.6582515,0.0,5.171209,4.32437,1.205591,3.673451,0.868938,3.7305474,0.9622512,0.0,6.9125843,1.7758322,0.0,1.1313136
49,0.41613686,2.6753986,5.178528,0.0,0.6573018,0.32674974,2.3034105,0.0,3.8081026,2.804305,1.0907247,1.8240952,1.4949503,2.152964,1.7434103,0.0,4.821987,2.5272717,0.0,2.346572
50,0.41613686,2.6753986,5.178528,0.0,0.6573018,0.32674974,2.3034105,0.0,3.8081026,2.804305,1.0907247,1.8240952,1.4949503,2.152964,1.7434103,0.0,4.821987,2.5272717,0.0,2.346572
51,0.56461614,3.5134609,5.212895,0.0,0.65201044,1.1904055,4.395083,0.0,2.1249046,0.77035415,1.3912067,0.24248981,2.6833286,1.3385566,3.171324,0.0,3.4106016,3.9728718,0.15032816,3.521141
52,0.7564159,0.36054608,5.8137197,0.0,0.0,0.58259743,2.349185,0.0,2.2634363,1.6950133,0.5215776,0.11736401,1.1602684,0.17339702,1.3810737,0.0,1.9350863,1.8264971,0.0015642121,2.3786993
53,0.7564159,0.36054608,5.8137197,0.0,0.0,0.58259743,2.349185,0.0,2.2634363,1.6950133,0.5215776,0.11736401,1.1602684,0.17339702,1.3810737,0.0,1.9350863,1.8264971,0.0015642121,2.3786993
54,0.7564159,0.36054608,5.8137197,0.0,0.0,0.58259743,2.349185,0.0,2.2634363,1.6950133,0.5215776,0.11736401,1.1602684,0.17339702,1.3810737,0.0,1.9350863,1.8264971,0.0015642121,2.3786993
55,0.7564159,0.36054608,5.8137197,0.0,0.0,0.58259743,2.349185,0.0,2.2634363,1.6950133,0.5215776,0.11736401,1.1602684,0.17339702,1.3810737,0.0,1.9350863,1.8264971,0.0015642121,2.3786993
56,0.71481395,2.828976,6.374672,0.0,0.5141031,0.98399985,3.971517,0.0,2.9759204,1.7443697,1.2770623,0.6358797,2.3367095,1.3594368,2.743089,0.0,3.8739848,3.5738306,0.067994386,3.4575255
57,0.0,3.6251101,3.5874941,0.0,1.0674673,0.0,1.067418,0.0,4.7242527,3.778275,1.217799,3.26229,1.083445,3.4803963,1.2241607,0.0,6.4448156,2.0406127,0.0,1.3683505
58,0.28663707,3.3225393,4.3393097,0.0,0.8136055,0.38875347,2.4721422,0.0,3.4737775,2.3772368,1.2165577,1.8062309,1.6951883,2.368743,1.9828577,0.0,4.884564,2.7752585,0.0,2.3186545
59,0.3687789,3.3869843,5.092037,0.0,0.816601,0.46108103,2.777288,0.0,3.8199458,2.6589715,1.3002175,1.8688866,1.8491387,2.4320292,2.1502256,0.0,5.1810584,3.0269585,0.0,2.6004896
60,0.30840918,4.7193737,4.0073967,0.0,1.0428193,1.0842602,4.287978,0.0,2.3837523,0.8335398,1.6339159,0.8816647,2.806589,2.1765974,3.3289192,0.0,4.3292274,4.2097287,0.10802671,3.3251882
61,0.009316921,4.7953286,3.9747453,0.0,1.3261805,0.058151525,2.0502658,0.0,4.880997,3.6059773,1.5943266,3.2987323,1.7520282,3.9044914,2.0178566,0.0,7.152789,3.0080757,0.0,2.0289984
62,0.4190228,0.70732915,5.618181,0.0,0.3008259,0.0,0.23004237,0.0,4.896029,4.515535,0.5469521,2.6918411,0.16225715,2.0881386,0.12792666,0.0,5.03344,0.749825,0.0,1.127488
63,0.43190175,3.6024566,5.60551,0.0,0.85784495,0.5105281,3.041505,0.0,4.141582,2.8666549,1.3786377,1.9870609,1.9916304,2.604465,2.3099465,0.0,5.571193,3.2760365,0.0,2.891565
64,0.08571597,4.3344893,3.5904815,0.0,1.1218556,0.34764284,2.4791818,0.0,3.6903024,2.469883,1.4576545,2.3011107,1.8897852,3.0511394,2.2080672,0.0,5.6829605,3.0616763,0.0,2.189172
65,0.53000855,1.7056196,5.9630814,0.0,0.4358885,0.09123791,1.6839062,0.0,4.35676,3.5816684,0.8594132,2.0422497,1.0377674,2.006595,1.1713319,0.0,4.844364,1.9410572,0.0,2.0985115
66,0.118259184,3.5692294,4.1122937,0.0,1.0029938,0.0,1.6047944,0.0,4.5536213,3.501617,1.245115,2.8818095,1.3175044,3.218483,1.507812,0.0,6.1483054,2.3812175,0.0,1.814389
67,0.24964897,2.8985605,5.048824,0.0,0.83844316,0.0,1.3541006,0.0,4.998771,4.0805416,1.125355,2.9807067,1.0758377,3.038236,1.2023164,0.0,6.2151327,2.0709362,0.0,1.7723002
68,0.04598415,4.7228966,3.691166,0.0,1.2373371,0.29271406,2.4845235,0.0,4.057748,2.785317,1.5732512,2.6400928,1.9553078,3.393423,2.283754,0.0,6.2788963,3.1847093,0.0,2.1989608
69,0.15749854,4.6619124,3.0618942,0.0,1.0795702,0.87946296,3.6663804,0.0,2.2827559,0.86666054,1.5492293,1.1218679,2.5131416,2.324987,2.9429874,0.0,4.314375,3.7619534,0.052126646,2.7866616
70,0.53058255,1.1178461,5.89464,0.0,0.30846384,0.0,1.2360045,0.0,4.333988,3.7161167,0.684901,2.0428069,0.7121681,1.7960331,0.79721546,0.0,4.5573273,1.4898095,0.0,1.8030245
71,0.1801138,4.061752,4.268119,0.0,1.0556872,0.27697533,2.4298391,0.0,4.1606917,2.893223,1.4175164,2.4477453,1.8027582,3.0826087,2.0805016,0.0,5.954359,3.018182,0.0,2.3300714
72,1.0072088,0.0,7.456385,0.0,0.0,0.2994853,1.7086334,0.0,3.2902756,2.9021962,0.29807234,0.45240685,0.6401214,0.0,0.7232228,0.0,2.206346,1.1840234,0.0,2.194203
73,0.12568885,3.2583947,4.4514046,0.0,0.94833875,0.0,1.202442,0.0,4.9421916,4.0465226,1.1861652,3.1891048,1.0775735,3.3009443,1.2087194,0.0,6.4641857,2.052132,0.0,1.5748662
74,0.09380832,3.7239475,3.6498861,0.0,1.0019974,0.1464136,1.8924935,0.0,3.8810315,2.8229725,1.2818604,2.447682,1.505625,2.9393497,1.7497778,0.0,5.595232,2.5467012,0.0,1.8387957
75,0.16024965,3.917995,4.7996016,0.0,1.1012963,0.0,1.7949469,0.0,5.108098,3.9845543,1.3987317,3.2180243,1.4663391,3.5542984,1.681843,0.0,6.8920364,2.6336234,0.0,2.0034242
76,0.3481527,4.643626,3.8545113,0.0,0.9735652,1.2602086,4.6418004,0.0,1.8159215,0.22447607,1.6189167,0.39248037,2.975842,1.8090205,3.5277133,0.0,3.7113528,4.3863773,0.1874398,3.5001698
77,0.3481527,4.643626,3.8545113,0.0,0.9735652,1.2602086,4.6418004,0.0,1.8159215,0.22447607,1.6189167,0.39248037,2.975842,1.8090205,3.5277133,0.0,3.7113528,4.3863773,0.1874398,3.5001698
78,0.3481527,4.643626,3.8545113,0.0,0.9735652,1.2602086,4.6418004,0.0,1.8159215,0.22447607,1.6189167,0.39248037,2.975842,1.8090205,3.5277133,0.0,3.7113528,4.3863773,0.1874398,3.5001698
79,0.3481527,4.643626,3.8545113,0.0,0.9735652,1.2602086,4.6418004,0.0,1.8159215,0.22447607,1.6189167,0.39248037,2.975842,1.8090205,3.5277133,0.0,3.7113528,4.3863773,0.1874398,3.5001698
80,0.9850462,0.0,7.335229,0.0,0.0,0.27497688,1.6180733,0.0,3.2995076,2.918953,0.28016913,0.5032921,0.5998131,0.007286012,0.66261196,0.0,2.234674,1.1210055,0.0,2.124587
81,0.2879113,3.2617955,5.3400917,0.0,0.89597714,0.0,1.7811863,0.0,5.0297976,3.9981375,1.2444874,2.9406028,1.3410323,3.1381829,1.5282611,0.0,6.442452,2.4561548,0.0,2.1003742
82,0.1698668,5.139228,4.1548686,0.0,1.278036,0.64908737,3.4897165,0.0,3.8109155,2.2419667,1.728554,2.1712875,2.4819396,3.235795,2.8880231,0.0,6.047817,3.9282923,0.0,2.937718
83,0.0,3.8005984,3.8113668,0.0,1.1584873,0.0,0.8076331,0.0,5.3131795,4.391847,1.2883775,3.7780437,0.9794285,3.894963,1.092968,0.0,7.186183,1.9520864,0.0,1.2351484
84,0.4092283,3.0385046,5.9848223,0.0,0.812222,0.092557475,2.029551,0.0,5.071412,4.0090632,1.2312738,2.7352738,1.415083,2.9234948,1.6161762,0.0,6.281239,2.5538821,0.0,2.3427367
85,0.36319306,4.3334618,4.621443,0.0,0.962557,0.8858206,3.8615425,0.0,2.9414861,1.5105274,1.5639236,1.232912,2.549644,2.298471,3.0066843,0.0,4.7783327,3.8965535,0.026408702,3.1473837
86,0.9761399,0.5812377,7.358839,0.0,0.0,0.8415405,3.265532,0.0,2.6303172,1.8533602,0.7217747,0.0,1.6150806,0.097698495,1.9527658,0.0,2.256385,2.5201352,0.051293716,3.160178
87,0.0,3.5717096,3.5151308,0.0,1.0705726,0.0,0.85970324,0.0,4.82244,3.9398565,1.1994448,3.407367,0.9706714,3.5595644,1.0952656,0.0,6.5566783,1.8928938,0.0,1.2175496
88,0.4903564,1.3118254,6.150464,0.0,0.4175788,0.0,0.95645463,0.0,5.0272136,4.394821,0.7562744,2.6110873,0.6059084,2.2382364,0.6572714,0.0,5.361451,1.4039679,0.0,1.6838392
89,0.9453652,0.0,7.5122485,0.0,0.0,0.050291374,1.1804023,0.0,3.9378648,3.6227598,0.2633782,1.0692872,0.38050848,0.4040588,0.3588776,0.0,2.9664404,0.8969268,0.0,1.9222887
90,0.36599606,3.0740945,5.645612,0.0,0.8111131,0.13116893,2.0524926,0.0,4.7610407,3.7466955,1.2321146,2.6024327,1.4469159,2.8227365,1.6632655,0.0,6.022745,2.5422616,0.0,2.2492075
91,0.04584323,4.0869203,3.8474374,0.0,1.137814,0.0059676357,1.7257642,0.0,4.5494018,3.4450638,1.3829267,3.0184426,1.4787198,3.4691167,1.7075977,0.0,6.4627905,2.5835078,0.0,1.7976742
92,0.12435426,4.098307,3.6694922,0.0,1.0408361,0.3766516,2.5136921,0.0,3.5185242,2.3256643,1.4078028,2.097227,1.8689401,2.8196788,2.1948981,0.0,5.3700085,3.009753,0.0,2.1968129
93,0.15734616,4.267288,4.188418,0.0,1.1002254,0.3410725,2.5626893,0.0,4.014549,2.782763,1.4862405,2.405281,1.9152505,3.0929613,2.2294548,0.0,5.9489145,3.1221433,0.0,2.3192096
94,0.0,4.480418,3.3208437,0.0,1.2487483,0.015850227,1.7892329,0.0,4.4194984,3.25351,1.464345,3.0757473,1.5704764,3.626972,1.8221118,0.0,6.5454454,2.7186909,0.0,1.7470175
95,0.0,4.687401,3.7811131,0.0,1.3184905,0.0,1.8270664,0.0,4.9125557,3.7042308,1.5471892,3.404069,1.6202734,3.9301038,1.8597808,0.0,7.15108,2.8318448,0.0,1.8553665
96,0.93405867,0.0,7.42537,0.0,0.0,0.37678105,2.1374755,0.0,3.5637388,2.9913673,0.5109608,0.74590975,0.95832163,0.46850023,1.0792413,0.0,2.9950125,1.6926554,0.0,2.5275598
97,0.0,3.6049862,2.9340396,0.0,1.025804,0.0,1.435022,0.0,3.8155336,2.834159,1.1975298,2.6089673,1.2618861,3.0077283,1.4439447,0.0,5.4996033,2.1951213,0.0,1.4727302
98,0.5274995,1.2642418,6.323469,0.0,0.37484086,0.0,1.0320047,0.0,4.96165,4.3658013,0.7560077,2.527587,0.6400522,2.1630878,0.70586574,0.0,5.3102713,1.4266763,0.0,1.7448976
99,0.26603726,4.9160204,3.662042,0.0,1.0832076,1.1371889,4.3952208,0.0,2.139318,0.5756638,1.6684252,0.7950355,2.9078088,2.1900802,3.4251406,0.0,4.23267,4.3025494,0.12769613,3.3227868
100,0.0,3.5053067,3.3144908,0.0,1.0104169,0.0,1.1744053,0.0,4.2861004,3.3487496,1.1739676,2.9332404,1.115243,3.2234364,1.269273,0.0,5.951974,2.0500872,0.0,1.4007748
101,0.050039798,3.5949545,4.010318,0.0,1.0558317,0.0,1.2020291,0.0,4.8762836,3.9126728,1.2479867,3.2689583,1.1399193,3.4747458,1.2868818,0.0,6.582324,2.130166,0.0,1.5166161
102,0.6409341,1.5790167,6.307007,0.0,0.3226368,0.3475054,2.2836304,0.0,3.8055472,2.9782367,0.87780994,1.4172766,1.3126502,1.4972368,1.5137484,0.0,4.186035,2.2475073,0.0,2.4538062
103,0.0,4.020009,3.426979,0.0,1.1339483,0.0,1.4986479,0.0,4.391561,3.3622088,1.3384707,3.0316296,1.3617903,3.442697,1.5648077,0.0,6.3200645,2.3887339,0.0,1.5630975
104,0.0,3.9038064,3.4774175,0.0,1.150296,0.0,1.0994511,0.0,4.802305,3.8348784,1.3049415,3.4009511,1.1522784,3.6647768,1.2989337,0.0,6.707403,2.13809,0.0,1.3520757
105,0.2883337,4.838811,5.0905037,0.0,1.1892856,0.633531,3.526371,0.0,4.223469,2.6909473,1.7070262,2.260881,2.4414463,3.196507,2.840153,0.0,6.2819157,3.9064252,0.0,3.1044993
106,0.0,3.9306228,2.9846754,0.0,1.1148467,0.0,1.3105698,0.0,4.182629,3.2004251,1.2748084,2.9855556,1.2619019,3.3797498,1.4509999,0.0,6.0925064,2.2402978,0.0,1.4095151
107,0.029352814,4.303356,3.263179,0.0,1.1444172,0.25284272,2.2259357,0.0,3.7093656,2.5239964,1.4212704,2.4157035,1.7607703,3.1131597,2.059396,0.0,5.7000437,2.8987093,0.0,1.9976507
108,0.09101299,4.449156,3.1542544,0.0,1.1040012,0.5446259,2.88604,0.0,2.9816847,1.6984915,1.4737751,1.772447,2.1101623,2.7195296,2.4894202,0.0,5.000971,3.3115044,0.0,2.3540282
109,0.8618212,0.42465007,7.125759,0.0,0.0,0.4244448,2.2986126,0.0,3.520986,2.8524244,0.6139285,0.8272437,1.1003885,0.6974039,1.2839952,0.0,3.216981,1.9218345,0.0,2.585132
110,0.06047412,4.701585,3.487083,0.0,1.2220187,0.37188464,2.6343734,0.0,3.774613,2.4409966,1.55858,2.392272,2.0201156,3.233159,2.3563595,0.0,5.919524,3.2633743,0.0,2.263577
111,0.9329424,0.0,7.5749164,0.0,0.0,0.32022288,2.0077605,0.0,3.7599492,3.2104106,0.4914872,0.88830864,0.8731497,0.5443786,0.98786473,0.0,3.149094,1.6103902,0.0,2.4752774
112,0.9329424,0.0,7.5749164,0.0,0.0,0.32022288,2.0077605,0.0,3.7599492,3.2104106,0.4914872,0.88830864,0.8731497,0.5443786,0.98786473,0.0,3.149094,1.6103902,0.0,2.4752774
113,0.6811431,1.4331589,6.21832,0.0,0.25553668,0.41625863,2.4029126,0.0,3.4660301,2.6441193,0.8118129,1.143615,1.3342013,1.2724347,1.5499244,0.0,3.7932599,2.2519088,0.0,2.5628026
114,0.16402058,4.8513126,3.7172022,0.0,1.1788073,0.7082684,3.4564643,0.0,3.165204,1.694293,1.6316402,1.7373633,2.4357245,2.8179774,2.8753905,0.0,5.313458,3.7824593,0.0,2.8029609
115,0.0,3.6928263,3.6287808,0.0,1.1144878,0.0,0.91174597,0.0,4.990592,4.0625525,1.2448562,3.5087895,1.013487,3.6745384,1.1358355,0.0,6.7758217,1.9768678,0.0,1.2781029
116,0.10972135,4.218547,4.3896017,0.0,1.1592374,0.06243902,1.9729573,0.0,4.787651,3.6390452,1.4767008,3.0856214,1.6175187,3.5410006,1.860385,0.0,6.7446585,2.7845697,0.0,1.9980237
117,0.71584105,0.40245065,5.499161,0.0,0.0,0.5878581,2.320784,0.0,2.0777557,1.5141835,0.5130954,0.050989866,1.1564124,0.14327183,1.3845854,0.0,1.7875522,1.8053509,0.014925621,2.3125532
118,0.8284918,0.0,6.3955555,0.0,0.0,0.36869168,1.8675824,0.0,2.8628263,2.3602672,0.3925121,0.4250162,0.8228593,0.2062943,0.96476156,0.0,2.2324145,1.4477098,0.0,2.199366
119,0.376985,2.1116767,5.5075493,0.0,0.5962652,0.0,1.2613604,0.0,4.805192,4.028978,0.94135875,2.6507034,0.899065,2.5479748,1.0003548,0.0,5.6170354,1.7939894,0.0,1.7671407
120,0.958674,0.0,7.07701,0.0,0.0,0.2787855,1.6114384,0.0,3.1276164,2.7651694,0.27515167,0.43361086,0.60764277,0.0,0.6783118,0.0,2.0993812,1.1089871,0.0,2.0759695
121,0.33175012,2.960041,4.666688,0.0,0.73466146,0.28964293,2.2523754,0.0,3.7474422,2.7021098,1.1281494,1.9231377,1.5152453,2.34,1.7638507,0.0,4.9312506,2.5665212,0.0,2.257443
122,0.19462606,5.2541847,4.426688,0.0,1.303223,0.6617376,3.6000757,0.0,3.989625,2.3810756,1.7847806,2.2546935,2.5515068,3.3396354,2.9731555,0.0,6.2817707,4.050316,0.0,3.0439126
123,0.46003023,1.925723,5.3755555,0.0,0.4590563,0.21507394,1.9051675,0.0,3.7629347,2.9703188,0.9071298,1.7157335,1.1877909,1.8218722,1.3702353,0.0,4.44849,2.0585086,0.0,2.0810812
124,0.40817216,3.2609801,5.3882837,0.0,0.78436136,0.42372304,2.7241843,0.0,3.986868,2.8456736,1.2829869,1.9337934,1.8088788,2.4313245,2.1029174,0.0,5.2808604,2.9673972,0.0,2.6143193
125,0.29113844,3.8705916,4.8383226,0.0,0.97476035,0.36994654,2.690073,0.0,4.1481805,2.8862894,1.4064319,2.245802,1.8854678,2.8635452,2.1912062,0.0,5.78117,3.129528,0.0,2.5616055
